,index,Tahun,Comments,preprocessed,tokenize_text,label,score
1292,1585,2023,"Konten bermanfaat, semoga kakak banyak rejeki sehat selalu, saya Ibu rumah tangga dari malang Jawa Timur",konten manfaat moga kakak rejeki sehat rumah tangga malang jawa timur,"['konten', 'manfaat', 'moga', 'kakak', 'rejeki', 'sehat', 'rumah', 'tangga', 'malang', 'jawa', 'timur']",positif,8
1293,1586,2023,Mau dong a buat biaya anak sekolah dan kuliah ğ??,a biaya anak sekolah kuliah lipat tangan,"['a', 'biaya', 'anak', 'sekolah', 'kuliah', 'lipat', 'tangan']",positif,4
1294,1587,2023,kak aku juga mau dong kak,kak kak,"['kak', 'kak']",netral,0
1295,1588,2023,Sehat trus kak Ricci ğ??ğ??,sehat kak ricci wajah senyum lebar mata hati wajah senyum lebar mata hati,"['sehat', 'kak', 'ricci', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,1
1296,1589,2023,"MashaAllah.. Padahal kamu masih muda bg,, udah bisa sehebat gini,, saling berbagi & memberi sama mreka yg membutuhkan,, lancar selalu rejeki nyh bg,, sehat selalu juga buat kamu orang baik,,   kamu yang terbaikğ??ğ??¯",mashaallah muda bang hebat bagi butuh lancar rejeki nyh bang sehat orang baik jempol ke atas nilai ratus,"['mashaallah', 'muda', 'bang', 'hebat', 'bagi', 'butuh', 'lancar', 'rejeki', 'nyh', 'bang', 'sehat', 'orang', 'baik', 'jempol', 'ke', 'atas', 'nilai', 'ratus']",positif,7
1297,1590,2023,"Salut sama yg bagi bagi gak kenal tp nyentuh hati,kelihatan dari dia bertanya kalau mbanya banyak masalah gak, itu artinya dia sangat peduli terhadap orang orang kecil,, semoga cepat centang biru bang biar makin sukses doa terbaik buat orang baik hati",salut kenal nyentuh hati mbak peduli orang orang moga cepat centang biru bang biar sukses doa baik orang hati,"['salut', 'kenal', 'nyentuh', 'hati', 'mbak', 'peduli', 'orang', 'orang', 'moga', 'cepat', 'centang', 'biru', 'bang', 'biar', 'sukses', 'doa', 'baik', 'orang', 'hati']",positif,5
1298,1591,2023,"Kalau kita menyenangkan org l maka yg di atas""  pasti memberi lebih ,bisa jadi selalu sehat keluarga  sehat atau ketemu org yg di inginkan, atau di jauhkan dari bahaya semua tergantung dari niat kknya heheheh.......ğ??®ğ??®ğ??®ğ??®ğ??®",senang orang l sehat keluarga sehat ketemu orang jauh bahaya gantung niat kknya heheheh wajah dengan mulut buka wajah dengan mulut buka wajah dengan mulut buka wajah dengan mulut buka wajah dengan mulut buka,"['senang', 'orang', 'l', 'sehat', 'keluarga', 'sehat', 'ketemu', 'orang', 'jauh', 'bahaya', 'gantung', 'niat', 'kknya', 'heheheh', 'wajah', 'dengan', 'mulut', 'buka', 'wajah', 'dengan', 'mulut', 'buka', 'wajah', 'dengan', 'mulut', 'buka', 'wajah', 'dengan', 'mulut', 'buka', 'wajah', 'dengan', 'mulut', 'buka']",negatif,-8
1299,1592,2023,"Semoga yg memberi di luaskan resekinya selalu menolong tidak memandang yg bagaimana,,,ya semoga rezeki nya mengalir trs biar bisa membantu yg kecil",moga luas resek tolong pandang ya moga rezeki nya alir biar bantu,"['moga', 'luas', 'resek', 'tolong', 'pandang', 'ya', 'moga', 'rezeki', 'nya', 'alir', 'biar', 'bantu']",positif,2
1300,1593,2023,Seneng banget bisa berbagi nyenengin orang,senang banget bagi senang orang,"['senang', 'banget', 'bagi', 'senang', 'orang']",netral,0
1301,1595,2023,Aku dah follow kak,deh follow kak,"['deh', 'follow', 'kak']",netral,0
1302,1596,2023,Follow moga rezeki,follow moga rezeki,"['follow', 'moga', 'rezeki']",positif,4
1303,1597,2023,Ceweknya kok jutek banget padahal Uda dibantuu kayak cuek aja GT.ğ??­ Gua aja sendiri gak pernah ada yg bantu,cewek jutek banget bantu kayak cuek begitu wajah menang keras gua bantu,"['cewek', 'jutek', 'banget', 'bantu', 'kayak', 'cuek', 'begitu', 'wajah', 'menang', 'keras', 'gua', 'bantu']",negatif,-15
1304,1600,2023,Ceweknya kok jutek banget ya,cewek jutek banget ya,"['cewek', 'jutek', 'banget', 'ya']",negatif,-5
1305,1601,2023,"Nangis banget tiap liat orang bisa berbagi, Sehat terus orang baik, ğ??¢ ",menang banget lihat orang bagi sehat orang wajah menang,"['menang', 'banget', 'lihat', 'orang', 'bagi', 'sehat', 'orang', 'wajah', 'menang']",positif,2
1306,1602,2023,Alhmdllh di luaskan rejeki nya Kaka trus berbagi dan membantu yg membutuhkan kaka,alhmdllh luas rejeki nya kakak bagi bantu butuh kakak,"['alhmdllh', 'luas', 'rejeki', 'nya', 'kakak', 'bagi', 'bantu', 'butuh', 'kakak']",negatif,-1
1307,1603,2023,  yaolo semoga rejeki mengalir terus kak seperti air yg TDK ada henti2nya. Amiinğ?¤²ğ?¤²semoga bisa terus berbagi dan membantu yg lagi susah,yaolo moga rejeki alir kak air henti amin tangan angkat dan rapat sama tangan angkat dan rapat sama moga bagi bantu susah,"['yaolo', 'moga', 'rejeki', 'alir', 'kak', 'air', 'henti', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'moga', 'bagi', 'bantu', 'susah']",positif,5
1308,1604,2023,"Hebat,,,msh muda sdh berbagii",hebat muda bagi,"['hebat', 'muda', 'bagi']",negatif,-4
1309,1605,2023,Mudahan  acara ny byk rejeki,mudah acara nya rejeki,"['mudah', 'acara', 'nya', 'rejeki']",positif,7
1310,1606,2023,"Abang kalo bagiÂ² jangan di daerah abang doang,,,kami yang di luar jabodetabek juga pengen kak",abang kalo bagi daerah abang doang jabodetabek pengin kak,"['abang', 'kalo', 'bagi', 'daerah', 'abang', 'doang', 'jabodetabek', 'pengin', 'kak']",negatif,-2
1311,1608,2023,"Makasih kk,,,,,,udah membantu jangan lupa terbangin â??ï¸â??ï¸â??ï¸aippon nya kesulawesi buat anak sekolah aku yg SMA soalnya dia ndapunya hp buat belajar amin,,,amin,,semoga KK sehat walafiat semoga berkah.......ğ??ğ??ğ??",terima kasih sudah bantu lupa terbangin pesawat pesawat pesawat aippon nya kesulawesi anak sekolah ndapunya hp ajar amin amin moga sehat walafiat moga berkah lipat tangan lipat tangan lipat tangan,"['terima', 'kasih', 'sudah', 'bantu', 'lupa', 'terbangin', 'pesawat', 'pesawat', 'pesawat', 'aippon', 'nya', 'kesulawesi', 'anak', 'sekolah', 'ndapunya', 'hp', 'ajar', 'amin', 'amin', 'moga', 'sehat', 'walafiat', 'moga', 'berkah', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,5
1312,1609,2023,Mau dong kak,kak,['kak'],netral,0
1313,1610,2023,Tambah lancar dan rizqi yang luas,lancar rizqi luas,"['lancar', 'rizqi', 'luas']",positif,5
1314,1611,2023, .tr sekilas iya wkwk,tr kilas iya wkwk,"['tr', 'kilas', 'iya', 'wkwk']",netral,0
1315,1612,2023,  Mirip teh asma ga sii,teh asma sih,"['teh', 'asma', 'sih']",positif,1
1316,1613,2023,"Sehat terus ka,teruskan buat konten nya ka  semoga dari video kaka ini bisa buat contoh buat orang lain ğ??? ğ??",sehat kak terus konten nya kak moga video kakak contoh orang wajah senyum dengan mata bahagia wajah senyum lebar mata hati,"['sehat', 'kak', 'terus', 'konten', 'nya', 'kak', 'moga', 'video', 'kakak', 'contoh', 'orang', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,5
1317,1614,2023,Semoga rejeki buat biaya sekolah berapa aja TF rek masuk ğ?¤²ğ??,moga rejeki biaya sekolah tf rek masuk tangan angkat dan rapat sama lipat tangan,"['moga', 'rejeki', 'biaya', 'sekolah', 'tf', 'rek', 'masuk', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'lipat', 'tangan']",positif,14
1318,1617,2023,Amin amin,amin amin,"['amin', 'amin']",netral,0
1319,1618,2023,Sehat trus kak terharu bnget sma kkak yg selalu berbagi bagi mereka yg memerlukan kan bantuan semoga rezeky xa lancar trus kak,sehat kak haru banget kakak bagi bantu moga rezeky xa lancar kak,"['sehat', 'kak', 'haru', 'banget', 'kakak', 'bagi', 'bantu', 'moga', 'rezeky', 'xa', 'lancar', 'kak']",positif,3
1320,1619,2023,Pengen kado sama kak riccienickğ??¢,pengin kado kak riccienick wajah menang,"['pengin', 'kado', 'kak', 'riccienick', 'wajah', 'menang']",positif,1
1321,1620,2023,"Sehat slalu ya bro,â¤ï¸",sehat ya bro hati merah,"['sehat', 'ya', 'bro', 'hati', 'merah']",positif,4
1322,1621,2023,Salam kenal ya riccienick..smoga suatu saat nnti kami kebagian ya dr sumatera Medan,salam kenal ya riccienick moga bagi ya sumatera medan,"['salam', 'kenal', 'ya', 'riccienick', 'moga', 'bagi', 'ya', 'sumatera', 'medan']",netral,0
1323,1622,2023,"Teteap berbagi kepada orang yg bener"" Membuutuhkan uluran tanggan mu bang, smngt dn sehat selalu, smg rezeki ny selalu mengalir seperti kebaikanmu  ",teteap bagi orang membuutuhkan ulur tanggan mu bang smngt sehat moga rezeki nya alir baik,"['teteap', 'bagi', 'orang', 'membuutuhkan', 'ulur', 'tanggan', 'mu', 'bang', 'smngt', 'sehat', 'moga', 'rezeki', 'nya', 'alir', 'baik']",positif,7
1324,1623,2023,Semoga berkah,moga berkah,"['moga', 'berkah']",positif,5
1325,1624,2023,  hebat anak ganteng,hebat anak ganteng,"['hebat', 'anak', 'ganteng']",netral,0
1326,1625,2023,Seneng ya yg komen pd dijawab semua â¤ï¸â¤ï¸â¤ï¸,senang ya komen hati merah hati merah hati merah,"['senang', 'ya', 'komen', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,4
1327,1627,2023,Terharu banget aq bangğ??¢ğ??¢ğ??¢.. Semoga banyak org seperti abang.. Biar lbh banyak lg yg terbantu... ğ??ğ??,haru banget bang wajah menang wajah menang wajah menang moga orang abang biar bantu tepuk tangan tepuk tangan,"['haru', 'banget', 'bang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'moga', 'orang', 'abang', 'biar', 'bantu', 'tepuk', 'tangan', 'tepuk', 'tangan']",negatif,-1
1329,1629,2023,"Seneng banget liat yg kek gini bang,, semoga sehat selalu bang lancar rejekinya semoga bisa berbagi kaya abang suatu saat ini baru namanya motivator kebaikan kak  ",senang banget lihat kayak bang moga sehat bang lancar rejekinya moga bagi kayak abang nama motivator baik kak,"['senang', 'banget', 'lihat', 'kayak', 'bang', 'moga', 'sehat', 'bang', 'lancar', 'rejekinya', 'moga', 'bagi', 'kayak', 'abang', 'nama', 'motivator', 'baik', 'kak']",positif,5
1330,1630,2023,"puji syukur bisa berbagi ya kak,sehat sllu.beruntung banget yg bisa dptğ???",puji syukur bagi ya kak sehat selaluberuntung banget wajah malaikat,"['puji', 'syukur', 'bagi', 'ya', 'kak', 'sehat', 'selaluberuntung', 'banget', 'wajah', 'malaikat']",positif,10
1331,1631,2023,Soo cantik ammaatt udh di ksh rejeki malah cuekk bgt kayaaa g bersyukur gtu,sok cantik ammaat kasih rejeki cuek banget kayak syukur,"['sok', 'cantik', 'ammaat', 'kasih', 'rejeki', 'cuek', 'banget', 'kayak', 'syukur']",positif,1
1332,1634,2023,"Mashallah berkah bgt berbagi ke yg mgebutuhin semoga rejekinya dilimpahkan lagi ya kak, dipanjangkan umurnya aaamiiin ğ?¤²ğ?»",mashallah berkah banget bagi mgebutuhin moga rejekinya limpah ya kak panjang umur amin tangan angkat dan rapat sama warna kulit cerah,"['mashallah', 'berkah', 'banget', 'bagi', 'mgebutuhin', 'moga', 'rejekinya', 'limpah', 'ya', 'kak', 'panjang', 'umur', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'warna', 'kulit', 'cerah']",positif,13
1333,1635,2023,Bang bagi bagi rezeki nya dong ke Kalimantan Selatan Banjarmasin,bang rezeki nya kalimantan selatan banjarmasin,"['bang', 'rezeki', 'nya', 'kalimantan', 'selatan', 'banjarmasin']",positif,3
1334,1636,2023,Mau donk kak di belanjain Daan DDI baantu kak,kak belanjain daan ddi baantu kak,"['kak', 'belanjain', 'daan', 'ddi', 'baantu', 'kak']",netral,0
1335,1637,2023,Terus berbuat baik dan berbagi bg,buat bagi bang,"['buat', 'bagi', 'bang']",negatif,-1
1336,1638,2023,"Aku suka nengok Vidio ABG,sehat2 ya bg semoga rezekinya selalu berlimpahğ?¥°",suka tengok vidio abang sehatsehat ya bang moga rezeki limpah wajah senyum dengan hati,"['suka', 'tengok', 'vidio', 'abang', 'sehatsehat', 'ya', 'bang', 'moga', 'rezeki', 'limpah', 'wajah', 'senyum', 'dengan', 'hati']",positif,8
1337,1639,2023,TUHAN MEMBERKATI SELALU â¤ï¸,tuhan kati hati merah,"['tuhan', 'kati', 'hati', 'merah']",positif,4
1338,1640,2023,Semoga selalu membantu yg sedang kesulitan ekonomi.......,moga bantu sulit ekonomi,"['moga', 'bantu', 'sulit', 'ekonomi']",netral,0
1339,1641,2023,"Muka nya datar gitu ya bu, ğ???",muka nya datar ya bu wajah gembira urai air mata,"['muka', 'nya', 'datar', 'ya', 'bu', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,2
1340,1642,2023,Ibu nya panik bingung apa mikirin apa sih dapet rezeki bnyak datar aja,nya panik bingung pikir sih rezeki datar,"['nya', 'panik', 'bingung', 'pikir', 'sih', 'rezeki', 'datar']",positif,1
1341,1643,2023,Tolongin kak,tolongin kak,"['tolongin', 'kak']",netral,0
1342,1645,2023,Subkhanallah terharu banget kalau lihat ginianğ??¢ğ??¢lanjutkan terus kak nolong orang yang benar2 membutuhkanğ?? semangat ğ??ªğ?¤© Bismillahirrahmanirrahimğ?¤²ğ?¤²,subkhanallah haru banget lihat wajah menang wajah menang lanjut kak nolong orang benarbenar butuh wajah senyum lebar mata hati semangat lengan otot wajah dengan mata bentuk bintang bismillahirrahmanirrahim tangan angkat dan rapat sama tangan angkat dan rapat sama,"['subkhanallah', 'haru', 'banget', 'lihat', 'wajah', 'menang', 'wajah', 'menang', 'lanjut', 'kak', 'nolong', 'orang', 'benarbenar', 'butuh', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'semangat', 'lengan', 'otot', 'wajah', 'dengan', 'mata', 'bentuk', 'bintang', 'bismillahirrahmanirrahim', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,3
1343,1646,2023,Flat x lha wajah kk ini,flat kali wajah,"['flat', 'kali', 'wajah']",netral,0
1344,1647,2023,"Masyaa Allah ,, lancar terus rejekinya kak ğ?¤²ğ?¤²ğ?¤²",masya allah lancar rejekinya kak tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,"['masya', 'allah', 'lancar', 'rejekinya', 'kak', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,22
1345,1648,2023,"terus jadi orang baik bg,di keadaan yg sekarang jujur bayak sekali yg pgen ketemu orang baik kayak abgâ?º",orang bang jujur bayak pengin ketemu orang kayak abang,"['orang', 'bang', 'jujur', 'bayak', 'pengin', 'ketemu', 'orang', 'kayak', 'abang']",positif,1
1346,1651,2023,Baik bnget kk,banget,['banget'],netral,0
1347,1652,2023,Slm sht org" baik,salam sht orang,"['salam', 'sht', 'orang']",netral,0
1348,1653,2023,K sini dong richinie,richinie,['richinie'],netral,0
1349,1654,2023,Semoga semakin bnyak anak muda seperti Koko Ricci.....ğ??ğ??,moga anak muda koko ricci wajah senyum lebar mata hati wajah senyum lebar mata hati,"['moga', 'anak', 'muda', 'koko', 'ricci', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
1350,1655,2023,Boleh kokoh kesini lihat saya dikampung sudah follow pendukung kokoh orang baik,kokoh kesini lihat kampung follow dukung kokoh orang,"['kokoh', 'kesini', 'lihat', 'kampung', 'follow', 'dukung', 'kokoh', 'orang']",positif,7
1351,1656,2023,Terus lah berbagi dan terus berbuat baik kepada siapapun kak...... semoga sampai sini ya kak ğ??ğ??,bagi buat kak moga ya kak lipat tangan lipat tangan,"['bagi', 'buat', 'kak', 'moga', 'ya', 'kak', 'lipat', 'tangan', 'lipat', 'tangan']",positif,2
1353,1659,2023,Mantap tuh,mantap tuh,"['mantap', 'tuh']",positif,5
1354,1660,2023,"salut bgt sm mu bang hebat,abang nya udah bikin orang seneng tp bahagia nya nyampe sini,trs berbuat baik ya bang sehat slalu dn rejeki nya mkn byk biar bisa buat orang bahagia trs, semangat",salut banget mu bang hebat abang nya bikin orang senang bahagia nya buat ya bang sehat rejeki nya biar orang bahagia semangat,"['salut', 'banget', 'mu', 'bang', 'hebat', 'abang', 'nya', 'bikin', 'orang', 'senang', 'bahagia', 'nya', 'buat', 'ya', 'bang', 'sehat', 'rejeki', 'nya', 'biar', 'orang', 'bahagia', 'semangat']",positif,18
1355,1661,2023,"Selalu dan selalu keren style nya bro,,, apalagi sambil menebar kebaikan,,,makin mantap ajağ???sehat terus dan dimudahkan segalanya aamiin ğ?¤²",keren style nya bro tebar baik mantap wajah kacamata hitam sehat mudah amin tangan angkat dan rapat sama,"['keren', 'style', 'nya', 'bro', 'tebar', 'baik', 'mantap', 'wajah', 'kacamata', 'hitam', 'sehat', 'mudah', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,14
1356,1662,2023,"Alhamdulillah syukur berbagi membuat hati senang , Tingkatkan yaa kak semangat terusss",alhamdulillah syukur bagi hati senang tingkat ya kak semangat,"['alhamdulillah', 'syukur', 'bagi', 'hati', 'senang', 'tingkat', 'ya', 'kak', 'semangat']",positif,13
1357,1663,2023,"Alhamdulillah,  kebaikanya nyampek sini kak secara langsung lagi.  Keren... Lanjut terus kakğ??",alhamdulillah kebaikanya nyampek kak langsung keren kak wajah senyum lebar mata hati,"['alhamdulillah', 'kebaikanya', 'nyampek', 'kak', 'langsung', 'keren', 'kak', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,7
1358,1664,2023,Pengen bngt di belanjain kaya gini tanpa liat harga,pengin banget belanjain kayak lihat harga,"['pengin', 'banget', 'belanjain', 'kayak', 'lihat', 'harga']",positif,3
1359,1666,2023,"Pdahal cuma nnton doang liat lu berbagi bang,tapi kok bahagia nya sampe sini ya,hebat bang,salut gua,sehat2 trus buat lu bang,percaya bang rejeki ga habis buat orang baik,keren2,iri gua bang.",tonton doang lihat lu bagi bang bahagia nya ya hebat bang salut gua sehatsehat lu bang percaya bang rejeki habis orang kerenkeren iri gua bang,"['tonton', 'doang', 'lihat', 'lu', 'bagi', 'bang', 'bahagia', 'nya', 'ya', 'hebat', 'bang', 'salut', 'gua', 'sehatsehat', 'lu', 'bang', 'percaya', 'bang', 'rejeki', 'habis', 'orang', 'kerenkeren', 'iri', 'gua', 'bang']",positif,2
1360,1667,2023,"sehat selalu kak , jangan pernah berhenti menjadi orang baik , dan selalu membahagiakan orang lain , smoge rezekinya makin bertambah kak  ",sehat kak henti orang bahagia orang smoge rezeki tambah kak,"['sehat', 'kak', 'henti', 'orang', 'bahagia', 'orang', 'smoge', 'rezeki', 'tambah', 'kak']",positif,8
1361,1668,2023,  elah mentang mentang owe baby happy nerus Bae Luh ğ??,elah mentang mentang owe baby happy nus bae lu wajah senyum sombong,"['elah', 'mentang', 'mentang', 'owe', 'baby', 'happy', 'nus', 'bae', 'lu', 'wajah', 'senyum', 'sombong']",negatif,-1
1362,1669,2023,Anaknya bilek: gak papa koğ??­ğ???,anak bilek papa wajah menang keras wajah senyum lebar dan mejam mata,"['anak', 'bilek', 'papa', 'wajah', 'menang', 'keras', 'wajah', 'senyum', 'lebar', 'dan', 'mejam', 'mata']",negatif,-2
1363,1670,2023,"semoga terus berbagi,dan banyak selalu rejeki nya",moga bagi rejeki nya,"['moga', 'bagi', 'rejeki', 'nya']",positif,3
1364,1671,2023,Bang..semoga saya bisa ketemu..kale aja bisa d ajak borong...ğ???,bang moga ketemu kali ajak borong wajah gembira urai air mata,"['bang', 'moga', 'ketemu', 'kali', 'ajak', 'borong', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,3
1365,1672,2023,Tapi muka nya yg diksih ky gtu amat ya flat aja ga seneng bgtğ??¢,muka nya diksih kaya ya flat senang banget wajah menang,"['muka', 'nya', 'diksih', 'kaya', 'ya', 'flat', 'senang', 'banget', 'wajah', 'menang']",netral,0
1366,1673,2023,mau ka..buat anaku,kak ana,"['kak', 'ana']",negatif,-1
1368,1676,2023,"Ngeliat aja hati pgn berbuat kyk kak ricci tpi Ngeliat keadaan diri sendiri masi belum tercukupi ,tapi pengen berbagi ,Nangis bgt huhu sehat selalu orang baikğ???  ",hati pengin buat kayak kak ricci cukup pengin bagi menang banget huhu sehat orang angkat tangan,"['hati', 'pengin', 'buat', 'kayak', 'kak', 'ricci', 'cukup', 'pengin', 'bagi', 'menang', 'banget', 'huhu', 'sehat', 'orang', 'angkat', 'tangan']",negatif,-3
1369,1677,2023,  iiii baby happy dong yng di pilih wkwk,i baby happy pilih wkwk,"['i', 'baby', 'happy', 'pilih', 'wkwk']",positif,5
1370,1678,2023,Rejeki nomplok dari orang baik.,rejeki nomplok orang,"['rejeki', 'nomplok', 'orang']",positif,4
1371,1679,2023,"  sehat selalu org baik,lancar sllu rejekinya jgn prnah lelah mnjd org baik",sehat orang lancar rejekinya lelah mnjd orang,"['sehat', 'orang', 'lancar', 'rejekinya', 'lelah', 'mnjd', 'orang']",positif,6
1372,1680,2023,Seneng bgt liat konten berbagi,senang banget lihat konten bagi,"['senang', 'banget', 'lihat', 'konten', 'bagi']",positif,2
1373,1681,2023,Kalau aku ATM bca itu boleh di ambil gak ya wkwkw kan warna biru ğ?¤£ğ?¤£,atm baca ambil ya wkwkw warna biru tertawa terbahakbahak tertawa terbahakbahak,"['atm', 'baca', 'ambil', 'ya', 'wkwkw', 'warna', 'biru', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,7
1374,1683,2023,Sekidipapap cikidap epep,sekidipapap cikidap epep,"['sekidipapap', 'cikidap', 'epep']",netral,0
1375,1684,2023,Ok iphone,ok iphone,"['ok', 'iphone']",positif,4
1376,1686,2023,Semangat bang semoga rezeki lu lancar,semangat bang moga rezeki lu lancar,"['semangat', 'bang', 'moga', 'rezeki', 'lu', 'lancar']",positif,9
1377,1687,2023,Pengen disawer dong bang kali kali  ,pengin sawer bang kali kali,"['pengin', 'sawer', 'bang', 'kali', 'kali']",netral,0
1378,1688,2023,  Senggol dong bang ğ???ğ???,senggol bang wajah gembira urai air mata wajah gembira urai air mata,"['senggol', 'bang', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-2
1379,1689,2023,  miskin lu bang ğ???,miskin lu bang wajah gembira urai air mata,"['miskin', 'lu', 'bang', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
1380,1690,2023,Banyak BACOT lu bang,bacot lu bang,"['bacot', 'lu', 'bang']",negatif,-1
1381,1691,2023,Cek dm ya kak  ,cek dm ya kak,"['cek', 'dm', 'ya', 'kak']",negatif,-4
1382,1692,2023,hallo cek dm ya kakğ??ğ?»,halo cek dm ya kak lipat tangan warna kulit cerah,"['halo', 'cek', 'dm', 'ya', 'kak', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",negatif,-2
1383,1693,2023,Mau bang kalau dikasih bismillah udah follow tik tok sama Ig nya abang ğ??,bang kasih bismillah follow tik tok ig nya abang lipat tangan,"['bang', 'kasih', 'bismillah', 'follow', 'tik', 'tok', 'ig', 'nya', 'abang', 'lipat', 'tangan']",positif,6
1384,1694,2023,Gue mau BG udh gue follow tiktok lu Ama ig,gue bang gue follow tiktok lu ig,"['gue', 'bang', 'gue', 'follow', 'tiktok', 'lu', 'ig']",netral,0
1385,1695,2023,Bang ini gua yang siram tepung ke kepala plis bales bang,bang gua siram tepung kepala plis balas bang,"['bang', 'gua', 'siram', 'tepung', 'kepala', 'plis', 'balas', 'bang']",negatif,-2
1386,1696,2023,Bang mau hp bekas juga gpp abbgğ??¢ğ??¢,bang hp bekas gp abbg wajah menang wajah menang,"['bang', 'hp', 'bekas', 'gp', 'abbg', 'wajah', 'menang', 'wajah', 'menang']",negatif,-1
1387,1697,2023,"Kak mau udh follow tiktok, youtube, dan ig",kak follow tiktok youtube ig,"['kak', 'follow', 'tiktok', 'youtube', 'ig']",netral,0
1388,1698,2023,"Ahh gua may bang , selalu mantengin tiktok lu , tapi kagak pernah lo tengokk",ah gua bang mantengin tiktok lu kagak lo tengok,"['ah', 'gua', 'bang', 'mantengin', 'tiktok', 'lu', 'kagak', 'lo', 'tengok']",negatif,-3
1389,1699,2023,hoax nihh pasti coba kirim sini,hoax nih coba kirim,"['hoax', 'nih', 'coba', 'kirim']",negatif,-2
1390,1700,2023,Mau dong bg,bang,['bang'],netral,0
1391,1702,2023,Sawer ke aku team Y-team mumpung hari jum'atğ???,sawer team yateam mumpung jumat wajah gembira urai air mata,"['sawer', 'team', 'yateam', 'mumpung', 'jumat', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,1
1392,1703,2023,"Bang main bola pingpong pukul ke udara sampai 1 menit kalau tidak jatuh kasih 200rb bang, tf aku 500rb bang",bang main bola pingpong udara menit jatuh kasih rb bang tf rb bang,"['bang', 'main', 'bola', 'pingpong', 'udara', 'menit', 'jatuh', 'kasih', 'rb', 'bang', 'tf', 'rb', 'bang']",negatif,-5
1393,1704,2023,Jumat berkah nih...kirim atuuuuhğ??,jumat berkah nih kirim atuuh tepuk tangan,"['jumat', 'berkah', 'nih', 'kirim', 'atuuh', 'tepuk', 'tangan']",positif,9
1394,1705,2023,Siapa sii yang nolak gratisan wkwkwk,sih nolak gratis wkwkwk,"['sih', 'nolak', 'gratis', 'wkwkwk']",positif,7
1395,1706,2023,Mau kak buat beli kado ibu saya bulan depan ulang tahunğ?¥ºğ??,kak beli kado ulang wajah memelas lipat tangan,"['kak', 'beli', 'kado', 'ulang', 'wajah', 'memelas', 'lipat', 'tangan']",positif,2
1396,1708,2023,gw hari ini ultah Lo masa ga dapet ip ğ???,gue ultah lo ip wajah gembira urai air mata,"['gue', 'ultah', 'lo', 'ip', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
1397,1709,2023,Mau bgt gua bang,banget gua bang,"['banget', 'gua', 'bang']",netral,0
1398,1710,2023,  gua juga udah follow tiktok Ig lu bang wkwkw sat set sat set,gua follow tiktok ig lu bang wkwkw sat set sat set,"['gua', 'follow', 'tiktok', 'ig', 'lu', 'bang', 'wkwkw', 'sat', 'set', 'sat', 'set']",netral,0
1399,1711,2023,"Wkwwk kalo rejeki gak kemana, ya bang   sini bang bagi satu wkwkwk",wkwwk kalo rejeki mana ya bang bang wkwkwk,"['wkwwk', 'kalo', 'rejeki', 'mana', 'ya', 'bang', 'bang', 'wkwkwk']",positif,7
1400,1712,2023,Gong Xi fa chai fung pao na lai wkwk mau bang,gong xi fa chai fung pao nya lai wkwk bang,"['gong', 'xi', 'fa', 'chai', 'fung', 'pao', 'nya', 'lai', 'wkwk', 'bang']",netral,0
1401,1713,2023,Bismillah semoga dapat iPhone aamiin,bismillah moga iphone amin,"['bismillah', 'moga', 'iphone', 'amin']",positif,5
1403,1715,2023,"dikirim aja sabi kali bang, langsung kirim alamat di dm nih wkwk",kirim sabi kali bang langsung kirim alamat dm nih wkwk,"['kirim', 'sabi', 'kali', 'bang', 'langsung', 'kirim', 'alamat', 'dm', 'nih', 'wkwk']",positif,7
